id;id_producto;peso;descripcion
1;2474;50;Sin descripcion
0;3686;73;Fragil
2;2285;65;Fragil
0;1884;87;Fragil
0;3133;72;Fragil
3;3079;106;Sin descripcion
2;1667;90;Fragil
3;3165;75;Fragil
2;54;105;Fragil
0;3258;14;Sin descripcion
0;2064;106;Sin descripcion
0;1721;86;Fragil
2;1527;22;Sin descripcion
0;471;22;Sin descripcion
2;516;13;Sin descripcion
0;346;10;Fragil
2;1487;67;Fragil
2;3079;22;Sin descripcion
2;1274;25;Fragil
2;1859;39;Fragil
2;3402;106;Sin descripcion
2;2948;86;Fragil
2;2576;97;Fragil
1;656;56;Sin descripcion
1;3134;39;Fragil
0;3491;73;Sin descripcion
2;1672;82;Fragil
0;2393;108;Sin descripcion
2;2728;108;Sin descripcion
0;2239;40;Fragil
1;3285;35;Sin descripcion
2;1673;85;Sin descripcion
0;85;57;Sin descripcion
1;476;75;Fragil
3;392;13;Fragil
3;1103;63;Fragil
3;584;106;Fragil
0;939;33;Sin descripcion
1;2756;78;Fragil
2;1847;17;Fragil
1;3203;103;Sin descripcion
0;3610;84;Fragil
2;1900;98;Sin descripcion
1;3499;38;Fragil
2;1703;38;Fragil
2;826;100;Fragil
0;2723;104;Sin descripcion
1;40;41;Sin descripcion
0;11;106;Fragil
3;3589;100;Fragil
0;3696;22;Sin descripcion
1;1529;26;Sin descripcion
1;3055;77;Sin descripcion
3;2876;94;Sin descripcion
2;1045;96;Sin descripcion
1;1347;40;Fragil
1;1711;82;Fragil
2;53;103;Fragil
1;3279;26;Sin descripcion
1;2238;64;Sin descripcion
2;800;48;Sin descripcion
2;3030;41;Sin descripcion
2;2528;89;Sin descripcion
1;3030;50;Fragil
0;2232;107;Fragil
2;504;21;Sin descripcion
0;3543;103;Fragil
2;2930;17;Sin descripcion
0;1119;65;Sin descripcion
3;2171;106;Sin descripcion
3;3647;61;Sin descripcion
1;699;69;Sin descripcion
3;659;104;Fragil
1;1270;89;Sin descripcion
1;2236;44;Sin descripcion
2;3239;29;Sin descripcion
2;1950;34;Fragil
2;646;57;Sin descripcion
1;624;18;Fragil
1;2831;33;Fragil
4;3610;35;Fragil
2;557;19;Fragil
1;3080;58;Sin descripcion
4;2971;49;Fragil
1;2611;71;Fragil
0;3274;81;Sin descripcion
0;3705;103;Fragil
3;2991;52;Fragil
1;75;41;Fragil
0;1968;39;Fragil
0;2390;15;Fragil
0;2244;45;Fragil
0;2485;21;Fragil
3;838;12;Sin descripcion
3;2199;26;Sin descripcion
2;2526;71;Sin descripcion
1;3456;81;Sin descripcion
1;508;86;Sin descripcion
0;803;92;Sin descripcion
0;1897;73;Fragil
1;2876;54;Fragil
4;1818;52;Sin descripcion
1;3490;83;Fragil
4;3217;33;Sin descripcion
0;2636;86;Fragil
1;1943;48;Sin descripcion
0;1864;84;Sin descripcion
3;2635;65;Fragil
0;2800;74;Fragil
0;2355;89;Fragil
0;3600;93;Sin descripcion
2;3074;43;Fragil
2;3410;58;Fragil
1;1407;42;Fragil
1;3043;47;Sin descripcion
0;2432;37;Sin descripcion
4;3094;92;Fragil
1;3319;72;Sin descripcion
4;3389;22;Fragil
2;476;48;Fragil
0;1273;109;Fragil
3;2568;68;Fragil
1;3150;83;Fragil
2;2325;104;Sin descripcion
4;1329;17;Sin descripcion
2;3138;48;Fragil
1;3618;87;Fragil
0;2331;60;Fragil
1;1489;105;Fragil
1;636;41;Fragil
2;3532;14;Sin descripcion
4;3300;77;Sin descripcion
0;2386;76;Sin descripcion
1;1967;63;Sin descripcion
0;3182;107;Sin descripcion
2;3264;82;Fragil
2;1298;81;Sin descripcion
0;3390;20;Sin descripcion
3;412;48;Fragil
1;1675;50;Sin descripcion
2;3201;85;Sin descripcion
1;1296;98;Sin descripcion
2;2643;67;Fragil
0;809;28;Fragil
2;56;73;Sin descripcion
1;3204;102;Fragil
0;2224;97;Fragil
0;3611;66;Sin descripcion
0;1820;106;Fragil
3;1980;13;Sin descripcion
1;3168;109;Fragil
3;324;75;Sin descripcion
1;1488;106;Fragil
2;2204;59;Fragil
2;2053;32;Fragil
3;79;77;Sin descripcion
2;3655;37;Fragil
1;3208;67;Sin descripcion
1;1449;62;Fragil
2;2693;32;Sin descripcion
0;2516;108;Fragil
2;3609;88;Sin descripcion
1;3083;36;Fragil
1;1691;14;Sin descripcion
0;1682;52;Fragil
0;3210;75;Sin descripcion
3;3532;97;Fragil
0;1990;75;Sin descripcion
1;2412;17;Fragil
2;3647;97;Sin descripcion
1;591;48;Fragil
1;3416;62;Sin descripcion
0;2391;27;Sin descripcion
2;3586;50;Fragil
0;3234;17;Fragil
0;2661;91;Fragil
2;3601;49;Fragil
0;2896;67;Sin descripcion
0;2134;39;Sin descripcion
2;1430;94;Sin descripcion
1;3421;98;Fragil
4;3030;89;Sin descripcion
1;3425;98;Sin descripcion
0;2218;19;Sin descripcion
0;2495;87;Sin descripcion
1;2204;22;Fragil
0;3015;51;Fragil
4;3324;71;Fragil
3;3477;78;Fragil
0;3148;22;Fragil
2;236;99;Sin descripcion
4;1827;73;Sin descripcion
1;331;36;Fragil
1;3555;18;Sin descripcion
1;3590;52;Fragil
2;3018;103;Fragil
0;1756;17;Sin descripcion
1;438;109;Sin descripcion
1;1402;97;Fragil
1;3346;39;Fragil
2;2982;26;Sin descripcion
0;1374;98;Sin descripcion
0;3561;54;Fragil
1;2750;21;Sin descripcion
4;3253;36;Fragil
2;22;90;Sin descripcion
0;75;28;Fragil
3;2986;17;Fragil
1;3103;50;Sin descripcion
1;2219;66;Fragil
2;2510;97;Sin descripcion
4;560;63;Fragil
1;657;43;Fragil
0;3041;88;Fragil
3;40;10;Sin descripcion
2;2621;58;Fragil
2;569;28;Fragil
1;1957;16;Fragil
0;408;91;Sin descripcion
0;3157;97;Fragil
0;1214;49;Fragil
2;1187;76;Fragil
0;2345;46;Fragil
3;953;95;Fragil
1;540;34;Fragil
0;2253;37;Fragil
1;3235;17;Sin descripcion
3;1826;71;Sin descripcion
0;3008;60;Fragil
1;3108;79;Sin descripcion
2;3274;50;Sin descripcion
1;1746;69;Fragil
1;493;18;Fragil
1;2347;11;Fragil
3;2722;59;Fragil
0;3122;93;Fragil
3;1158;17;Fragil
1;168;61;Fragil
3;30;47;Sin descripcion
2;3254;70;Fragil
3;1000;90;Sin descripcion
2;2855;104;Fragil
3;979;106;Fragil
0;3074;19;Sin descripcion
1;2164;61;Sin descripcion
0;1959;22;Fragil
1;450;93;Fragil
1;14;79;Sin descripcion
2;2184;35;Fragil
0;3237;82;Fragil
3;2796;79;Fragil
0;3439;69;Sin descripcion
2;2566;80;Sin descripcion
1;2212;68;Fragil
0;3138;44;Fragil
2;1492;38;Sin descripcion
0;3564;36;Fragil
0;2477;20;Sin descripcion
0;3388;37;Sin descripcion
0;3416;29;Fragil
2;2780;66;Fragil
0;3426;89;Sin descripcion
0;3673;53;Fragil
1;3265;84;Fragil
2;2409;85;Sin descripcion
0;1736;23;Sin descripcion
0;546;78;Sin descripcion
2;828;28;Sin descripcion
2;1882;71;Fragil
4;2095;37;Sin descripcion
3;3679;25;Fragil
3;1578;64;Fragil
1;2949;16;Sin descripcion
2;40;89;Sin descripcion
0;586;54;Sin descripcion
0;3420;32;Sin descripcion
2;1423;109;Sin descripcion
4;1942;57;Sin descripcion
0;1464;105;Fragil
1;47;101;Sin descripcion
0;851;70;Sin descripcion
0;3428;44;Sin descripcion
0;3094;24;Sin descripcion
1;705;103;Fragil
0;3576;62;Sin descripcion
2;3099;11;Fragil
0;1981;42;Fragil
0;2366;52;Fragil
3;237;81;Fragil
0;1038;16;Sin descripcion
1;3624;22;Sin descripcion
3;1923;98;Sin descripcion
0;1573;74;Sin descripcion
0;10;45;Sin descripcion
0;2613;43;Fragil
3;1714;92;Sin descripcion
1;3316;62;Fragil
2;3396;79;Fragil
2;2343;73;Fragil
1;618;67;Sin descripcion
0;693;30;Fragil
0;3363;31;Sin descripcion
1;2361;48;Fragil
3;3683;86;Sin descripcion
1;2290;48;Sin descripcion
0;3413;58;Sin descripcion
1;2039;106;Fragil
2;1926;28;Sin descripcion
1;775;83;Sin descripcion
2;3287;32;Fragil
2;1688;108;Sin descripcion
2;131;103;Fragil
0;2344;84;Fragil
2;2049;59;Fragil
1;994;51;Sin descripcion
1;3288;82;Sin descripcion
1;2835;67;Fragil
0;3054;16;Fragil
1;146;40;Fragil
2;1516;69;Sin descripcion
1;1749;47;Sin descripcion
1;12;31;Fragil
2;2097;75;Sin descripcion
2;3013;38;Sin descripcion
0;2419;20;Fragil
1;3539;33;Fragil
0;1300;38;Fragil
0;2770;30;Fragil
1;2285;54;Fragil
1;2579;89;Sin descripcion
1;379;81;Fragil
0;2744;27;Fragil
0;1836;88;Fragil
0;3068;107;Fragil
1;1807;72;Fragil
0;198;16;Sin descripcion
0;2320;32;Sin descripcion
0;3723;16;Sin descripcion
1;692;71;Sin descripcion
0;2371;41;Sin descripcion
1;193;94;Fragil
2;184;40;Sin descripcion
2;3287;32;Fragil
0;3141;91;Fragil
4;3481;109;Sin descripcion
0;3386;79;Sin descripcion
0;1439;10;Fragil
2;875;65;Sin descripcion
3;3467;41;Fragil
2;645;101;Sin descripcion
0;3318;71;Sin descripcion
2;1354;65;Fragil
2;3083;107;Fragil
2;2844;88;Sin descripcion
3;817;90;Sin descripcion
2;3028;90;Fragil
1;1065;54;Fragil
0;3457;91;Sin descripcion
2;3257;65;Fragil
0;1421;14;Fragil
1;97;73;Fragil
3;845;69;Sin descripcion
0;1843;95;Fragil
1;3689;89;Fragil
1;3422;38;Fragil
2;1760;106;Sin descripcion
1;2596;72;Fragil
0;3633;44;Fragil
0;3664;59;Fragil
1;3702;103;Sin descripcion
1;1231;11;Sin descripcion
0;3616;30;Sin descripcion
2;2004;57;Fragil
2;2081;44;Fragil
3;3329;69;Fragil
1;2976;55;Fragil
0;3370;66;Fragil
3;2490;46;Fragil
2;2722;61;Sin descripcion
2;334;45;Sin descripcion
1;3493;22;Fragil
3;682;56;Fragil
1;3517;72;Sin descripcion
2;856;10;Fragil
2;1959;90;Fragil
2;3265;31;Fragil
1;2000;66;Sin descripcion
3;2033;35;Fragil
1;2206;74;Fragil
1;1738;58;Sin descripcion
1;502;50;Fragil
0;25;40;Sin descripcion
4;1714;89;Sin descripcion
0;711;36;Fragil
3;1387;58;Fragil
1;2392;74;Fragil
0;2138;89;Fragil
2;3533;28;Fragil
0;2751;25;Sin descripcion
0;250;47;Fragil
0;3306;67;Fragil
0;2796;45;Sin descripcion
1;2854;23;Sin descripcion
1;2095;65;Sin descripcion
0;1239;94;Sin descripcion
0;3178;33;Fragil
4;92;68;Fragil
4;35;100;Sin descripcion
0;2133;76;Sin descripcion
4;3586;94;Fragil
2;487;59;Fragil
2;1920;85;Sin descripcion
4;122;21;Fragil
2;257;71;Sin descripcion
1;3290;66;Sin descripcion
0;1458;71;Fragil
3;2352;32;Fragil
4;3649;49;Fragil
0;1067;86;Sin descripcion
4;1103;74;Fragil
1;2453;16;Sin descripcion
2;1583;76;Fragil
0;3381;21;Sin descripcion
0;1668;70;Sin descripcion
3;3257;14;Sin descripcion
1;3703;21;Fragil
1;659;88;Fragil
2;1701;94;Sin descripcion
1;3616;37;Fragil
2;157;16;Fragil
2;1993;100;Fragil
2;1194;35;Fragil
1;2257;66;Fragil
1;2148;62;Sin descripcion
0;3625;75;Sin descripcion
2;2754;21;Fragil
2;3317;83;Fragil
1;31;59;Sin descripcion
0;1634;96;Fragil
1;2578;84;Sin descripcion
1;3020;48;Sin descripcion
0;948;38;Sin descripcion
2;2993;88;Fragil
2;1884;13;Fragil
0;874;11;Sin descripcion
1;2077;44;Fragil
0;513;34;Fragil
0;522;18;Fragil
0;3682;98;Fragil
2;2349;31;Fragil
0;883;31;Sin descripcion
0;2427;22;Fragil
1;1946;88;Sin descripcion
4;1540;11;Fragil
4;841;65;Sin descripcion
1;2785;39;Fragil
0;2311;62;Fragil
0;3431;64;Fragil
1;2216;28;Fragil
1;3276;10;Fragil
2;2451;39;Sin descripcion
3;3378;102;Sin descripcion
0;396;100;Fragil
1;2518;48;Sin descripcion
1;265;15;Fragil
1;3567;75;Fragil
4;686;105;Fragil
2;272;10;Sin descripcion
0;1902;95;Sin descripcion
4;3658;59;Sin descripcion
2;1454;101;Sin descripcion
1;2967;22;Sin descripcion
1;3409;79;Fragil
0;144;36;Sin descripcion
1;2429;37;Fragil
2;3360;20;Fragil
1;356;87;Fragil
1;3206;59;Fragil
1;1537;56;Fragil
1;3284;80;Fragil
1;3693;48;Fragil
0;1346;87;Fragil
3;1701;32;Sin descripcion
2;3069;75;Sin descripcion
1;72;35;Fragil
3;2409;41;Sin descripcion
1;2129;32;Sin descripcion
1;394;18;Fragil
1;3481;23;Sin descripcion
0;1478;105;Sin descripcion
0;19;85;Fragil
3;3290;26;Fragil
1;1734;84;Fragil
1;2343;52;Sin descripcion
1;703;58;Fragil
2;1199;72;Fragil
2;647;83;Sin descripcion
0;2110;103;Sin descripcion
2;1334;28;Fragil
2;3309;94;Fragil
1;665;20;Sin descripcion
1;2372;67;Sin descripcion
3;3370;20;Sin descripcion
1;2558;19;Fragil
1;1070;78;Sin descripcion
1;2099;33;Sin descripcion
4;301;16;Fragil
4;824;35;Sin descripcion
2;1987;103;Fragil
2;1018;92;Fragil
1;1601;21;Fragil
0;305;103;Sin descripcion
0;2877;29;Fragil
0;2681;108;Fragil
2;3195;44;Fragil
2;1549;29;Fragil
2;1242;43;Fragil
1;3226;13;Sin descripcion
2;3569;79;Fragil
2;3380;20;Fragil
0;936;11;Fragil
1;2299;58;Fragil
1;3682;96;Sin descripcion
2;3178;47;Fragil
2;1073;18;Sin descripcion
2;2685;14;Fragil
0;2162;94;Sin descripcion
1;2511;90;Sin descripcion
2;3291;17;Sin descripcion
0;2090;99;Sin descripcion
0;1265;90;Sin descripcion
1;1772;90;Sin descripcion
1;1088;72;Fragil
0;3440;18;Fragil
1;2082;104;Sin descripcion
2;2052;80;Fragil
1;3638;38;Sin descripcion
0;2888;43;Fragil
2;2599;62;Fragil
1;2487;37;Sin descripcion
3;3217;45;Sin descripcion
0;571;87;Sin descripcion
1;523;99;Fragil
2;1250;13;Fragil
3;3178;89;Sin descripcion
0;1362;74;Fragil
0;2160;12;Sin descripcion
2;1769;57;Sin descripcion
3;3158;66;Fragil
1;1222;81;Sin descripcion
2;802;50;Sin descripcion
0;3050;10;Fragil
3;503;68;Sin descripcion
0;2966;45;Fragil
0;3266;70;Sin descripcion
1;3349;79;Sin descripcion
3;1820;56;Sin descripcion
3;3213;70;Sin descripcion
2;1084;98;Fragil
1;3360;27;Sin descripcion
0;1484;19;Fragil
4;3300;77;Sin descripcion
1;420;17;Fragil
3;2518;40;Sin descripcion
2;1370;93;Fragil
0;654;74;Fragil
1;724;18;Sin descripcion
2;3550;78;Sin descripcion
3;1421;83;Sin descripcion
1;567;29;Sin descripcion
2;293;62;Fragil
3;3126;89;Sin descripcion
1;1220;98;Fragil
0;1671;105;Fragil
1;3135;32;Sin descripcion
1;631;36;Sin descripcion
1;2170;82;Fragil
2;145;19;Sin descripcion
2;2910;31;Sin descripcion
0;3451;55;Fragil
2;3180;91;Fragil
1;3372;19;Fragil
0;3079;47;Fragil
3;715;28;Sin descripcion
1;1916;67;Fragil
0;3285;105;Sin descripcion
4;1378;93;Fragil
3;2223;11;Fragil
2;3270;27;Sin descripcion
1;2728;66;Sin descripcion
0;2889;10;Sin descripcion
0;242;16;Fragil
1;2872;87;Sin descripcion
2;1132;33;Fragil
1;3665;77;Fragil
1;2451;56;Sin descripcion
1;971;38;Sin descripcion
4;3160;64;Fragil
1;3513;65;Sin descripcion
2;3367;20;Sin descripcion
2;3547;44;Fragil
2;3476;56;Sin descripcion
1;80;74;Sin descripcion
3;3124;42;Fragil
1;2620;87;Sin descripcion
1;2463;57;Sin descripcion
0;2343;58;Fragil
1;3310;20;Sin descripcion
1;2090;78;Sin descripcion
0;3526;80;Fragil
0;2909;71;Fragil
0;1883;38;Fragil
0;1382;57;Sin descripcion
3;2429;96;Fragil
4;731;64;Fragil
3;3117;26;Sin descripcion
1;3725;35;Sin descripcion
4;2912;60;Fragil
2;3489;13;Sin descripcion
2;2248;32;Fragil
2;3140;40;Sin descripcion
0;1131;71;Sin descripcion
0;1960;63;Fragil
2;1314;69;Fragil
1;3650;10;Fragil
1;3146;23;Sin descripcion
0;1758;44;Fragil
1;1380;71;Fragil
0;1006;102;Fragil
3;2099;10;Sin descripcion
2;285;97;Fragil
0;2041;33;Fragil
0;2310;55;Fragil
3;1256;15;Sin descripcion
1;3698;73;Sin descripcion
2;341;85;Sin descripcion
0;2978;55;Sin descripcion
0;3129;69;Sin descripcion
1;873;64;Sin descripcion
1;3162;28;Sin descripcion
0;57;94;Fragil
0;3236;22;Sin descripcion
1;3706;51;Fragil
1;2223;12;Sin descripcion
2;2796;32;Sin descripcion
3;2912;24;Fragil
1;1730;106;Sin descripcion
1;3677;22;Fragil
0;3214;47;Fragil
0;1703;11;Fragil
0;3563;25;Fragil
1;3705;27;Sin descripcion
0;917;96;Fragil
3;383;88;Sin descripcion
4;1648;96;Sin descripcion
2;587;31;Sin descripcion
2;3459;88;Fragil
3;1047;23;Fragil
0;548;15;Sin descripcion
2;2894;41;Fragil
0;2001;91;Sin descripcion
0;1739;56;Sin descripcion
2;745;15;Sin descripcion
1;3116;46;Fragil
2;2253;102;Fragil
2;1051;22;Sin descripcion
0;3405;74;Sin descripcion
0;1673;65;Fragil
3;3264;76;Sin descripcion
1;2812;99;Sin descripcion
0;3234;17;Fragil
0;3425;25;Fragil
2;259;16;Sin descripcion
0;1091;60;Sin descripcion
0;561;15;Sin descripcion
0;2540;72;Sin descripcion
2;838;31;Fragil
1;915;20;Sin descripcion
2;1348;85;Fragil
1;1409;66;Fragil
3;1990;94;Sin descripcion
1;696;53;Fragil
2;3656;58;Fragil
1;925;39;Sin descripcion
1;3617;82;Fragil
3;3094;32;Fragil
2;495;99;Fragil
0;2490;60;Fragil
0;1411;70;Fragil
1;613;63;Fragil
1;39;83;Sin descripcion
3;1478;30;Sin descripcion
1;2087;72;Sin descripcion
1;947;57;Fragil
3;162;36;Fragil
0;3292;45;Sin descripcion
2;3160;60;Sin descripcion
2;3572;107;Fragil
0;1744;43;Fragil
0;1533;14;Fragil
4;828;80;Sin descripcion
2;12;26;Fragil
2;3598;60;Fragil
1;1301;74;Fragil
4;765;71;Sin descripcion
2;125;13;Sin descripcion
1;3251;53;Sin descripcion
1;200;33;Sin descripcion
1;3189;104;Sin descripcion
1;1097;102;Sin descripcion
2;2800;99;Fragil
3;895;25;Sin descripcion
0;2159;69;Sin descripcion
0;3580;66;Sin descripcion
2;54;105;Fragil
1;1854;95;Fragil
1;1721;56;Sin descripcion
1;3497;109;Fragil
0;11;106;Fragil
2;1428;84;Sin descripcion
0;2840;58;Fragil
0;2251;93;Sin descripcion
2;1639;78;Fragil
1;3047;49;Fragil
1;3568;41;Fragil
0;2733;52;Fragil
2;1626;47;Sin descripcion
1;486;97;Sin descripcion
0;2144;101;Sin descripcion
0;1733;36;Sin descripcion
2;210;69;Sin descripcion
0;660;68;Sin descripcion
0;2277;81;Sin descripcion
1;1174;39;Fragil
2;1554;39;Sin descripcion
2;2904;53;Fragil
3;2812;72;Sin descripcion
0;3531;101;Fragil
4;3202;17;Sin descripcion
0;1198;48;Sin descripcion
4;1070;103;Sin descripcion
0;2147;58;Fragil
0;1033;54;Sin descripcion
0;86;50;Fragil
0;3056;66;Sin descripcion
0;3446;86;Sin descripcion
0;3586;90;Sin descripcion
0;82;85;Fragil
1;1786;31;Sin descripcion
2;2322;32;Fragil
3;93;82;Fragil
1;686;72;Fragil
1;2348;14;Fragil
2;584;61;Sin descripcion
3;2554;81;Sin descripcion
0;3497;35;Sin descripcion
3;1475;21;Sin descripcion
0;2209;106;Fragil
2;2791;102;Sin descripcion
0;1235;89;Sin descripcion
3;1950;11;Sin descripcion
0;1983;91;Sin descripcion
0;113;49;Fragil
2;1494;104;Fragil
1;532;39;Sin descripcion
0;515;30;Fragil
0;3594;65;Sin descripcion
0;1606;14;Sin descripcion
0;2475;38;Fragil
1;1353;80;Sin descripcion
0;3365;97;Fragil
1;1747;43;Fragil
3;2637;63;Fragil
2;2119;72;Fragil
2;1801;73;Sin descripcion
2;1538;40;Fragil
3;2370;10;Fragil
0;3047;45;Sin descripcion
2;3671;60;Sin descripcion
1;1532;12;Sin descripcion
3;1873;17;Sin descripcion
4;42;90;Fragil
3;1065;22;Fragil
1;3348;105;Sin descripcion
3;2801;17;Sin descripcion
1;179;76;Fragil
1;693;109;Fragil
0;1195;57;Fragil
2;2503;43;Fragil
3;3236;19;Sin descripcion
2;790;41;Sin descripcion
0;620;96;Fragil
3;2716;78;Sin descripcion
2;1201;27;Sin descripcion
0;3376;33;Sin descripcion
0;3424;14;Sin descripcion
2;2158;108;Fragil
3;864;12;Sin descripcion
1;2613;91;Sin descripcion
2;3135;10;Fragil
0;3698;86;Sin descripcion
3;3647;61;Sin descripcion
0;541;31;Fragil
0;671;95;Fragil
0;1636;68;Fragil
3;2101;20;Sin descripcion
0;761;42;Sin descripcion
0;1669;105;Sin descripcion
3;1674;12;Sin descripcion
0;647;14;Sin descripcion
3;508;75;Fragil
0;3505;31;Sin descripcion
0;1646;33;Sin descripcion
2;1062;96;Sin descripcion
4;2170;45;Fragil
2;1886;31;Fragil
3;2800;98;Fragil
1;2331;20;Sin descripcion
2;1899;99;Sin descripcion
0;3660;60;Sin descripcion
1;2057;94;Sin descripcion
2;2417;83;Fragil
4;1701;36;Fragil
1;2589;43;Fragil
0;929;67;Sin descripcion
0;973;78;Fragil
0;2089;89;Fragil
1;1563;109;Sin descripcion
0;3174;53;Fragil
0;2984;39;Sin descripcion
2;430;97;Sin descripcion
1;1319;39;Sin descripcion
1;1578;90;Sin descripcion
0;504;80;Sin descripcion
0;3099;67;Sin descripcion
3;3126;89;Sin descripcion
1;2400;35;Sin descripcion
0;3175;21;Sin descripcion
0;3468;10;Fragil
0;1288;22;Fragil
0;3709;102;Sin descripcion
2;3353;66;Fragil
0;54;66;Sin descripcion
3;403;11;Sin descripcion
0;3415;105;Sin descripcion
1;1079;62;Sin descripcion
1;3274;65;Fragil
3;23;66;Sin descripcion
0;2961;76;Fragil
0;1613;60;Sin descripcion
1;69;33;Fragil
3;2854;49;Fragil
3;661;37;Fragil
2;1735;22;Fragil
1;2028;108;Sin descripcion
3;966;92;Sin descripcion
0;543;31;Fragil
4;1015;97;Sin descripcion
2;149;55;Sin descripcion
2;3637;17;Sin descripcion
0;1801;11;Fragil
0;3419;105;Fragil
4;1321;82;Fragil
0;3369;41;Sin descripcion
4;3251;60;Fragil
3;3448;68;Sin descripcion
1;3664;97;Sin descripcion
0;3371;106;Sin descripcion
0;298;108;Sin descripcion
3;1993;57;Fragil
0;3672;26;Fragil
3;332;81;Sin descripcion
1;817;34;Fragil
1;3175;33;Sin descripcion
1;3071;91;Fragil
1;643;64;Fragil
0;2347;36;Fragil
1;751;37;Sin descripcion
2;3473;58;Fragil
1;3152;109;Sin descripcion
0;1939;41;Sin descripcion
0;550;59;Sin descripcion
4;28;96;Fragil
1;1446;105;Sin descripcion
1;3078;30;Sin descripcion
1;963;93;Sin descripcion
1;623;106;Fragil
2;2830;27;Fragil
2;99;107;Fragil
0;1760;91;Sin descripcion
2;3562;99;Sin descripcion
0;1242;102;Sin descripcion
3;872;87;Sin descripcion
0;655;103;Fragil
0;3296;82;Sin descripcion
2;3603;49;Sin descripcion
0;3463;48;Sin descripcion
2;3539;69;Sin descripcion
2;438;84;Sin descripcion
0;3467;63;Fragil
0;3397;37;Sin descripcion
2;1205;100;Fragil
2;1090;68;Sin descripcion
1;898;20;Sin descripcion
2;1836;97;Sin descripcion
1;1081;18;Sin descripcion
2;2444;59;Sin descripcion
0;575;32;Sin descripcion
2;2448;79;Fragil
4;3178;73;Fragil
1;35;29;Sin descripcion
0;1980;28;Sin descripcion
2;1679;10;Sin descripcion
4;2254;26;Fragil
1;84;30;Fragil
1;1207;54;Sin descripcion
0;2415;18;Sin descripcion
1;408;107;Fragil
1;2111;88;Sin descripcion
1;3556;18;Fragil
0;533;10;Fragil
0;1358;109;Sin descripcion
0;3720;60;Fragil
1;3579;70;Sin descripcion
0;3224;16;Fragil
2;591;59;Fragil
0;3187;92;Fragil
0;3232;68;Fragil
1;220;21;Sin descripcion
3;400;81;Fragil
1;1933;16;Fragil
2;3579;95;Sin descripcion
0;316;59;Fragil
3;2866;102;Fragil
2;478;28;Fragil
3;557;20;Fragil
3;3069;99;Fragil
0;2228;83;Fragil
0;247;79;Sin descripcion
1;3462;23;Sin descripcion
0;1549;97;Sin descripcion
3;3649;90;Fragil
1;1857;49;Fragil
0;1246;57;Fragil
1;3490;83;Fragil
4;3349;23;Sin descripcion
0;2268;42;Sin descripcion
0;51;33;Fragil
4;2349;26;Sin descripcion
3;2655;60;Sin descripcion
0;1082;89;Fragil
0;88;19;Fragil
2;936;12;Sin descripcion
1;3200;107;Sin descripcion
4;3489;58;Fragil
0;3485;92;Fragil
1;434;67;Fragil
0;354;77;Sin descripcion
3;2309;54;Sin descripcion
2;2042;71;Fragil
4;3568;46;Fragil
2;3285;44;Fragil
1;3522;72;Sin descripcion
3;3051;12;Sin descripcion
0;131;19;Fragil
2;3086;22;Sin descripcion
1;3393;83;Fragil
4;3077;77;Fragil
0;2003;41;Sin descripcion
2;3500;66;Sin descripcion
4;2129;54;Sin descripcion
1;406;68;Fragil
0;122;84;Fragil
1;3588;33;Sin descripcion
2;518;40;Fragil
1;3249;108;Fragil
2;3548;105;Fragil
3;1886;51;Fragil
4;759;101;Fragil
0;488;47;Fragil
4;2801;58;Fragil
1;3527;105;Fragil
1;3710;94;Fragil
2;1071;23;Sin descripcion
0;3312;81;Fragil
0;63;47;Sin descripcion
0;2753;104;Sin descripcion
4;2189;25;Sin descripcion
1;2229;83;Sin descripcion
1;876;81;Fragil
3;2805;24;Sin descripcion
3;293;96;Sin descripcion
2;50;69;Sin descripcion
0;886;104;Sin descripcion
0;1023;22;Sin descripcion
2;1622;40;Sin descripcion
0;2708;13;Fragil
2;2082;87;Sin descripcion
0;3145;26;Sin descripcion
0;3544;55;Fragil
1;1459;38;Fragil
0;3178;33;Fragil
1;3708;108;Fragil
1;484;26;Sin descripcion
3;1339;99;Fragil
2;2175;85;Fragil
4;896;46;Sin descripcion
0;322;98;Sin descripcion
1;2577;51;Fragil
0;1357;30;Fragil
0;791;93;Sin descripcion
3;3548;42;Sin descripcion
1;3107;36;Sin descripcion
1;1985;109;Sin descripcion
2;1768;59;Fragil
2;970;31;Fragil
0;3034;68;Fragil
0;626;107;Sin descripcion
2;79;51;Fragil
0;160;32;Fragil
2;30;73;Sin descripcion
0;3428;44;Sin descripcion
1;2594;46;Fragil
0;521;49;Sin descripcion
0;3021;64;Sin descripcion
0;2644;21;Fragil
0;3639;10;Fragil
1;177;68;Fragil
2;607;67;Fragil
3;3029;99;Fragil
3;2547;93;Fragil
0;2576;45;Fragil
2;3665;56;Fragil
2;619;100;Sin descripcion
3;79;77;Sin descripcion
0;3674;25;Sin descripcion
0;61;17;Fragil
0;603;10;Sin descripcion
3;629;16;Fragil
2;3274;50;Sin descripcion
3;2969;87;Sin descripcion
0;52;29;Sin descripcion
0;3493;99;Sin descripcion
1;80;74;Sin descripcion
2;615;29;Fragil
1;1518;75;Fragil
0;3223;27;Fragil
4;3391;33;Fragil
0;1207;99;Fragil
1;1842;25;Sin descripcion
0;3107;82;Fragil
2;2925;79;Sin descripcion
1;1162;12;Fragil
2;2917;40;Sin descripcion
0;1008;43;Sin descripcion
0;3117;25;Sin descripcion
3;460;35;Fragil
